Entity Name,Location,Description,Website
Simfront Simulations,Ottawa,"Develops simulation training systems for defense and maritime command. They build the 'virtual worlds' used to train operators. Your background in modeling and simulation fits their need for realistic training environments.",https://simfront.com
iScano,Ottawa,"Provides 3D laser scanning and Scan-to-BIM services. They digitize the real world for architects and engineers. This is a pure 'reality capture' role where you master the workflow from scanner to CAD model.",https://iscano.com
G-O Geomatics,Ottawa,"A surveying firm utilizing 3D scanning and metrology. They focus on high-precision measurement for construction and engineering. Your understanding of error propagation and coordinate systems is vital for their high-accuracy work.",https://gogeomatics.ca
Feather VFX,Ottawa,"A visual effects studio that uses compositing and 3D integration. They blend real footage with digital assets. Your knowledge of camera tracking and lens distortion (photogrammetry concepts) is directly applicable to their VFX pipeline.",https://studiofeather.com
MindBridge,Ottawa,"A FinTech AI company using machine learning to detect fraud in financial data. While not robotics, it involves finding 'anomalies' in massive datasets. Your experience with detecting outliers in noisy data is transferable to this high-value domain.",https://www.mindbridge.ai
Kinaxis,Ottawa,"A supply chain giant using AI to predict and manage global logistics. They model complex, interconnected systems (supply chains) much like one models a physical system. Your systems engineering mindset helps understand the flow of goods and data.",https://www.kinaxis.com
Solink,Ottawa,"Uses AI to analyze video security footage for business insights. This is 'computer vision at scale', processing thousands of feeds. Your deep learning skills would be used to improve their object detection and event recognition models.",https://solink.com
Lemay.ai,Ottawa,"A boutique AI consulting firm solving bespoke problems for clients. They work on everything from NLP to computer vision. This role offers variety, allowing you to apply your deep learning toolkit to a new problem every few weeks.",https://lemay.ai
NGC Aerospace,Ottawa,"Specializes in GNC software for space and aviation. They write the algorithms that land spacecraft and guide drones. This is the 'holy grail' for your specific GNC interest, working on flight-certified control software.",https://www.ngcaerospace.com
Private AI,Ottawa (Kanata),"Develops privacy-preserving machine learning tools to redact PII. They use NLP and CV to find and scrub sensitive data. Your understanding of model deployment helps ensure their tools run efficiently in client environments.",https://www.private-ai.com
Lytica,Ottawa,"Uses AI to analyze electronic component pricing and supply chains. They mine data to find cost savings for manufacturers. Your familiarity with electronics hardware helps understand the components they are analyzing.",https://www.lytica.com
Replica Analytics,Ottawa,"Generates synthetic data for healthcare to protect patient privacy. They use generative AI models to create 'fake but realistic' datasets. Your experience with simulation (creating synthetic training data) is conceptually similar to their work.",https://replica-analytics.com
Fellow,Ottawa,"Builds AI-powered meeting management software. They use NLP to transcribe and summarize meetings. While pure software, it involves 'human-centric' AI product design.",https://fellow.app
Braiyt.AI,Ottawa,"Focuses on cognitive automation and computer vision solutions. They build custom AI models for business process automation. Your ability to build and deploy end-to-end ML pipelines is the core skill required here.",https://braiyt.ai
ReliqAI,Ottawa,"A healthcare tech company using edge AI for patient monitoring. They process sensor data in the home to detect health anomalies. Your experience with 'edge computing' and sensor data analysis is directly relevant.",https://reliqhealth.com
Fullscript,Ottawa (Kanata),"A major healthcare platform integrating supply chain and recommendations. They use data science to optimize supplement delivery. Your systems thinking helps optimize their complex logistics and user recommendation engines.",https://fullscript.com
GoFor,Ottawa,"A last-mile logistics company using AI for route optimization. They solve the 'Traveling Salesman Problem' in real-time. Your background in path planning and optimization algorithms applies directly to their routing logic.",https://www.gofordeliveries.com
Leonardo DRS,Ottawa,"A defense contractor specializing in naval communications and sensor systems. They build the hardware that keeps ships connected. Your engineering skills support the integration of these complex systems onto naval platforms.",https://www.leonardodrs.com
Curtiss-Wright Defense,Ottawa,"Provides ruggedized processing and sensor management solutions for defense. They build the 'brains' of military vehicles. Your understanding of embedded systems constraints is critical for designing hardware that survives the battlefield.",https://www.curtisswrightds.com
NORTAC Defence,Ottawa,"Specializes in situational awareness and blue-force tracking. They ensure commanders know where their assets are. Your knowledge of GPS and comms links is vital for maintaining these critical data streams.",https://nortacdefence.com
QSP Geographics Inc.,Ottawa,"A geospatial services firm using drones and LiDAR for mapping. They integrate disparate spatial data into usable GIS products. Your ability to handle 3D data helps them deliver precise maps to engineering clients.",https://qspgeographics.com
3D Map and Scan Inc.,Ottawa,"Focuses on drone photogrammetry and 3D scanning for digital twins. They capture the real world for visualization and analysis. This is a direct application of your thesis skills in a commercial service context.",https://3dmapandscan.com
